2104, 2105, 300
132, 252, 518
34, 1831, 804
77, 2093, 573
36, 65, 57
652, 419, 87
178, 410, 723
689, 102, 954
773, 1021, 141
617, 558, 422
2127, 72, 223
356, 215, 658
330, 1011, 817
779, 1431, 566
157, 2140, 1072
126, 207, 2146
547, 1959, 685
2152, 1490, 1066
33, 310, 807
587, 777, 126
1072, 751, 1783
508, 3, 252
437, 2157, 110
398, 2158, 369
1308, 217, 587
855, 49, 415
2162, 401, 157
77, 166, 2099
157, 55, 263
271, 179, 586
377, 2167, 510
640, 561, 672
422, 317, 39
29, 108, 278
2174, 891, 141
350, 1018, 1652
415, 129, 162
398, 777, 790
286, 777, 723
515, 640, 279
705, 924, 539
72, 508, 60
1559, 2179, 777
79, 511, 703
176, 98, 1527
907, 252, 855
309, 399, 837
785, 239, 76
61, 1093, 569
965, 179, 856
172, 46, 1329
744, 1561, 517
250, 157, 334
1448, 343, 1657
2211, 65, 2214
356, 697, 166
614, 94, 1201
929, 819, 3
2222, 359, 2220
897, 218, 777
32, 941, 820
9, 657, 759
2104, 2004, 983
717, 97, 913
97, 878, 2229
24, 319, 189
1215, 653, 958
582, 166, 741
707, 40, 487
1782, 475, 687
474, 48, 913
74, 257, 2244
803, 2116, 54
394, 679, 958
257, 213, 2249
15, 149, 442
938, 761, 359
778, 98, 614
1065, 35, 422
2255, 578, 1813
166, 855, 120
2027, 2257, 565
2044, 168, 856
771, 9, 535
42, 86, 560
954, 157, 438
287, 948, 150
155, 205, 979
803, 762, 516
586, 29, 565
623, 431, 334
510, 378, 129
508, 387, 129
874, 669, 34
313, 861, 1329
770, 761, 759
65, 1703, 181
730, 77, 356
1601, 165, 1214
222, 77, 761
33, 100, 1624
505, 1262, 38
792, 679, 1184
35, 771, 223
9, 254, 248
929, 558, 103
219, 366, 796
246, 406, 505
817, 965, 123
451, 102, 286
81, 1280, 292
1157, 1728, 65
933, 378, 891
659, 81, 1344
403, 1109, 257
2227, 453, 118
558, 466, 252
211, 2333, 597
682, 223, 1091
2335, 32, 34
106, 1269, 218
873, 305, 1087
380, 102, 2162
273, 190, 1214
1869, 1214, 2347
1740, 173, 82
558, 37, 150
1478, 984, 1436
438, 61, 317
2268, 558, 36
79, 34, 1808
1059, 318, 2222
607, 586, 186
324, 77, 2162
1744, 1559, 668
435, 257, 640
190, 102, 151
252, 29, 148
476, 77, 141
1580, 376, 1434
129, 415, 59
403, 1872, 34
929, 948, 33
157, 884, 2374
1983, 611, 761
438, 86, 172
22, 2379, 1989
772, 26, 184
521, 257, 214
606, 400, 927
347, 370, 330
133, 1382, 1526
765, 1936, 1334
178, 493, 1027
94, 2383, 1431
2037, 924, 653
969, 164, 687
485, 279, 1431
34, 386, 831
141, 26, 334
3, 78, 190
902, 512, 2392
39, 404, 2009
414, 481, 768
181, 1053, 223
157, 906, 2403
623, 1381, 195
202, 141, 875
119, 1110, 1431
26, 640, 886
33, 52, 1408
1112, 22, 415
1531, 2237, 2415
359, 511, 566
39, 200, 973
39, 761, 110
771, 1082, 217
126, 1794, 1090
983, 192, 1356
1875, 1877, 668
202, 174, 636
414, 132, 1021
166, 605, 142
222, 602, 100
42, 60, 390
37, 758, 34
178, 605, 81
347, 1274, 1070
414, 934, 130
141, 832, 2432
980, 1155, 240
98, 225, 313
89, 189, 178
633, 198, 412
929, 533, 345
77, 343, 279
195, 611, 779
2449, 1359, 998
98, 2453, 402
257, 80, 1465
2440, 43, 874
178, 778, 155
398, 358, 2465
793, 533, 207
87, 1974, 933
33, 946, 347
996, 193, 1009
885, 506, 2006
110, 622, 1356
114, 790, 1118
43, 566, 599
131, 144, 1392
421, 133, 369
1431, 565, 441
1983, 270, 54
286, 478, 176
43, 482, 149
510, 958, 318
624, 533, 129
2113, 438, 2076
182, 1835, 781
269, 369, 28
185, 102, 1101
334, 687, 599
474, 415, 98
308, 984, 847
928, 1106, 539
803, 907, 1396
1944, 380, 1330
175, 558, 1140
1240, 1011, 157
539, 77, 48
1198, 607, 877
178, 43, 157
830, 1564, 1212
152, 560, 126
311, 72, 1936
369, 96, 1783
761, 777, 252
36, 54, 100
316, 235, 558
425, 376, 779
1224, 660, 2521
225, 166, 65
72, 52, 837
1110, 570, 493
29, 736, 1746
1670, 1329, 419
157, 376, 1252
1801, 313, 533
402, 687, 586
2334, 1356, 1521
170, 1177, 257
148, 592, 483
973, 170, 759
2557, 776, 455
86, 77, 668
1117, 1452, 1009
2120, 880, 2563
1875, 184, 1315
796, 4, 2566
286, 73, 1285
1861, 2532, 611
903, 13, 118
1424, 125, 33
959, 941, 142
533, 2423, 33
317, 35, 915
142, 817, 103
32, 933, 777
370, 283, 190
425, 1551, 1145
1391, 2578, 410
2334, 2314, 2550
2046, 600, 590
380, 34, 797
77, 342, 1564
1308, 92, 42
316, 760, 422
80, 77, 179
118, 1396, 1526
929, 1045, 378
164, 958, 193
741, 1747, 2603
313, 126, 2176
2255, 790, 52
29, 499, 195
476, 958, 181
566, 1302, 1421
449, 1088, 835
173, 33, 526
1067, 38, 166
1895, 252, 35
66, 640, 51
190, 555, 422
756, 750, 557
733, 1849, 489
891, 360, 1430
2520, 39, 402
157, 87, 49
495, 330, 474
948, 790, 741
1903, 425, 543
2349, 1509, 172
1822, 2617, 778
1072, 1014, 959
178, 356, 36
173, 49, 675
195, 22, 747
1007, 2619, 1210
778, 334, 411
607, 102, 181
318, 208, 2623
312, 2353, 95
1591, 902, 87
438, 380, 77
1238, 570, 33
1407, 142, 645
31, 330, 474
1014, 65, 380
817, 1757, 199
425, 413, 442
26, 273, 560
1112, 32, 510
178, 366, 566
75, 560, 54
322, 186, 86
387, 49, 15
987, 184, 477
555, 359, 1456
454, 59, 157
1614, 565, 928
1586, 101, 157
777, 508, 1281
316, 383, 93
162, 2640, 706
77, 198, 3
108, 2362, 130
86, 1200, 562
894, 1775, 1274
181, 48, 3
504, 560, 690
88, 2152, 160
456, 1741, 252
148, 178, 29
2334, 2024, 514
267, 1033, 181
911, 777, 214
307, 1133, 993
178, 223, 279
422, 181, 1144
106, 2081, 238
2444, 669, 1586
929, 669, 35
22, 87, 590
1018, 130, 239
87, 89, 1258
370, 425, 401
833, 337, 1367
1659, 123, 343
774, 934, 1577
456, 61, 1540
1701, 18, 1093
1014, 100, 1327
2667, 77, 3
429, 598, 1399
668, 453, 1599
761, 805, 669
2550, 474, 1040
324, 166, 510
897, 23, 216
1093, 41, 381
883, 2283, 2671
1088, 1888, 150
35, 36, 334
52, 410, 86
252, 1749, 2116
777, 77, 669
1839, 319, 262
323, 739, 331
257, 334, 29
257, 1280, 697
422, 172, 2679
257, 1526, 891
493, 32, 983
102, 1027, 261
1378, 2024, 316
347, 207, 924
2586, 593, 515
793, 614, 874
334, 38, 787
37, 150, 533
2216, 148, 555
2684, 370, 895
87, 812, 1938
1885, 82, 157
141, 334, 414
201, 974, 292
1537, 1610, 1562
150, 437, 288
246, 203, 425
1711, 166, 246
1144, 482, 192
403, 128, 2688
962, 33, 779
251, 533, 821
562, 45, 293
54, 235, 806
389, 785, 279
29, 1615, 172
510, 1334, 48
1801, 668, 503
77, 311, 958
1602, 510, 214
2449, 1067, 28
517, 493, 508
203, 98, 777
295, 275, 1082
130, 761, 157
279, 787, 96
1713, 330, 782
942, 157, 689
54, 965, 145
994, 438, 173
474, 1350, 508
510, 558, 41
958, 676, 454
166, 369, 1465
2702, 178, 29
2704, 689, 1122
207, 96, 25
541, 570, 144
1348, 60, 110
1045, 2709, 368
87, 447, 1250
2625, 813, 875
437, 1839, 1747
1395, 134, 1584
2217, 2272, 422
401, 203, 386
172, 476, 2716
422, 87, 570
819, 487, 422
543, 1231, 595
797, 1349, 181
195, 571, 390
200, 493, 758
33, 174, 27
422, 723, 453
343, 1047, 77
2676, 701, 125
493, 1644, 103
1962, 1140, 1782
194, 77, 518
286, 114, 313
436, 1067, 308
690, 22, 334
380, 451, 1876
146, 2249, 111
464, 1067, 157
81, 141, 566
933, 493, 790
157, 176, 309
1021, 60, 300
2154, 1053, 345
334, 1189, 77
1277, 453, 328
176, 114, 761
422, 429, 48
1114, 13, 490
200, 157, 1976
777, 389, 565
175, 152, 516
1195, 215, 493
409, 1292, 276
476, 422, 2731
510, 218, 725
1222, 705, 402
510, 1840, 571
142, 2736, 1660
1424, 61, 1517
684, 474, 496
1885, 1430, 1112
2740, 74, 142
590, 33, 1047
195, 55, 1428
400, 369, 257
2518, 356, 841
1289, 957, 252
160, 2745, 181
102, 3, 60
1050, 2746, 983
2747, 2094, 343
163, 770, 334
173, 369, 34
941, 558, 679
279, 1350, 225
313, 262, 863
2748, 324, 566
1974, 309, 550
555, 32, 923
1289, 2506, 1753
406, 846, 542
166, 2752, 359
670, 2754, 2310
173, 313, 114
485, 168, 102
793, 1277, 334
1432, 1775, 26
778, 2196, 198
2760, 195, 178
376, 123, 141
1078, 668, 228
178, 1210, 317
1105, 623, 1367
11, 787, 697
697, 1178, 1269
74, 1546, 951
380, 1142, 1107
366, 279, 587
22, 376, 279
173, 181, 2767
465, 126, 2677
792, 295, 38
22, 1065, 1303
550, 2401, 36
410, 324, 419
2471, 87, 47
1178, 257, 902
1061, 52, 614
987, 131, 606
40, 150, 614
276, 54, 562
1014, 777, 2024
669, 967, 899
1158, 144, 1108
2427, 1014, 1194
1334, 787, 1275
508, 403, 515
52, 375, 875
474, 195, 389
55, 2038, 118
72, 128, 1808
32, 26, 1492
387, 1431, 82
297, 129, 97
313, 570, 1413
1722, 375, 105
302, 211, 544
1974, 1944, 517
82, 2789, 1067
768, 533, 164
239, 71, 1750
1860, 425, 131
155, 1105, 67
1250, 87, 653
388, 2411, 157
2723, 550, 557
857, 1453, 1117
1285, 198, 313
455, 2440, 1277
1231, 370, 807
35, 157, 77
924, 370, 42
745, 2101, 35
2710, 170, 770
26, 569, 313
725, 406, 836
96, 2145, 42
193, 2219, 141
117, 760, 611
29, 442, 726
1543, 966, 33
530, 453, 167
1117, 861, 55
370, 141, 3
293, 2139, 1773
135, 368, 102
127, 386, 854
1444, 2018, 1609
263, 279, 123
415, 1067, 451
313, 998, 958
218, 29, 998
65, 697, 142
71, 1501, 1021
310, 464, 671
2805, 343, 654
126, 1163, 812
778, 151, 401
860, 313, 48
184, 1424, 741
290, 166, 1274
725, 48, 208
347, 1356, 866
834, 408, 330
170, 941, 1127
42, 27, 380
55, 80, 72
857, 1011, 235
25, 933, 40
668, 861, 193
5, 368, 1396
172, 700, 531
195, 192, 246
1382, 466, 369
699, 754, 193
190, 801, 493
1786, 2810, 804
1704, 77, 2252
281, 1960, 1000
193, 102, 123
1316, 118, 715
592, 141, 611
33, 157, 292
533, 117, 77
614, 730, 1913
47, 173, 725
228, 817, 830
141, 189, 77
166, 402, 100
510, 1195, 533
726, 1238, 509
52, 166, 461
493, 402, 464
560, 687, 508
1112, 862, 1476
924, 899, 1625
873, 1225, 778
842, 217, 1088
2815, 778, 780
550, 1467, 499
929, 198, 1313
2550, 232, 2822
59, 346, 1308
668, 2823, 52
1536, 977, 1975
92, 1026, 200
517, 687, 605
372, 134, 1672
35, 129, 1593
2411, 87, 200
342, 1307, 1740
2831, 698, 1353
993, 288, 103
1257, 11, 771
179, 2245, 29
410, 3, 707
1318, 1610, 703
223, 533, 785
2686, 907, 1480
130, 843, 1129
89, 2835, 86
98, 787, 2225
157, 13, 1782
381, 218, 170
214, 902, 2550
927, 539, 907
515, 499, 1548
1292, 378, 855
784, 508, 1303
252, 155, 1398
266, 613, 273
135, 223, 1014
1269, 47, 571
95, 874, 200
1610, 3, 493
1350, 917, 1079
347, 178, 400
464, 614, 200
1704, 2059, 1145
606, 74, 166
785, 726, 422
327, 455, 2099
155, 986, 720
1400, 33, 1
793, 347, 2845
166, 541, 518
778, 38, 33
807, 181, 2847
1436, 2602, 1807
181, 533, 102
317, 605, 77
2618, 2076, 687
37, 193, 149
390, 401, 65
200, 56, 337
577, 42, 640
318, 35, 32
844, 2052, 1236
257, 309, 166
782, 1112, 26
617, 130, 654
150, 343, 102
0, 108, 2079
875, 172, 297
902, 558, 333
415, 1634, 1939
1658, 2255, 180
410, 1189, 2772
40, 126, 519
778, 369, 614
1312, 472, 1750
201, 558, 138
184, 2857, 279
2313, 403, 1238
979, 25, 29
550, 390, 621
562, 542, 343
4, 668, 166
1163, 484, 478
2831, 1338, 1006
75, 344, 2860
266, 132, 758
166, 2861, 902
668, 469, 739
168, 1144, 2564
22, 262, 1995
2169, 870, 1848
1687, 1072, 1614
337, 504, 36
508, 201, 476
645, 653, 1627
144, 294, 610
32, 789, 680
29, 166, 1701
286, 689, 195
668, 423, 807
516, 328, 508
76, 262, 2272
2594, 1198, 2571
726, 447, 524
166, 184, 787
60, 2665, 166
334, 248, 166
207, 402, 558
776, 1344, 1350
1492, 257, 692
806, 895, 824
855, 39, 508
5, 894, 248
464, 1424, 184
2235, 717, 1875
1928, 1368, 587
487, 199, 208
2696, 2878, 3
11, 715, 323
181, 2224, 382
1365, 38, 141
40, 2364, 129
415, 921, 38
730, 687, 48
1362, 174, 2676
198, 1783, 1040
493, 768, 1538
1197, 276, 749
208, 295, 2259
803, 401, 416
1878, 2625, 130
1597, 356, 378
330, 3, 1924
2872, 343, 1648
445, 1470, 133
217, 157, 645
855, 225, 232
382, 450, 178
701, 178, 734
42, 45, 269
2883, 2113, 2115
724, 875, 178
2171, 1456, 269
29, 195, 47
41, 184, 1146
105, 1113, 924
22, 1614, 1539
2401, 2873, 195
37, 504, 668
64, 3, 671
172, 782, 347
1840, 861, 2762
2601, 401, 2886
2338, 72, 1801
1760, 2371, 957
2889, 2650, 1721
310, 370, 35
2890, 102, 560
1088, 469, 1363
2155, 2892, 1263
726, 1924, 2536
129, 621, 1353
429, 279, 168
1347, 223, 1070
645, 664, 172
1478, 765, 785
1396, 42, 699
406, 398, 1424
1860, 358, 98
310, 1014, 2365
157, 389, 128
200, 1275, 77
2441, 120, 1062
546, 240, 131
142, 2065, 81
38, 334, 356
1870, 871, 102
123, 68, 61
257, 1244, 356
319, 87, 812
333, 785, 178
1316, 2904, 325
1726, 34, 524
22, 2053, 791
279, 334, 77
1051, 285, 166
1003, 2906, 2229
172, 517, 61
653, 347, 940
1533, 22, 189
1144, 517, 570
1875, 36, 148
1280, 173, 42
228, 255, 669
493, 343, 2139
283, 330, 33
493, 88, 789
370, 390, 330
279, 414, 768
654, 189, 334
93, 1535, 172
245, 166, 504
504, 891, 590
1708, 190, 16
2761, 470, 807
725, 376, 777
680, 1457, 123
150, 34, 178
510, 779, 1146
2910, 2335, 1615
518, 369, 334
29, 510, 736
1014, 1146, 102
112, 292, 232
185, 1561, 1353
86, 82, 89
173, 1157, 166
1043, 594, 1206
390, 600, 101
114, 1423, 77
76, 86, 1214
173, 157, 478
790, 26, 92
8, 2915, 1078
29, 471, 1464
511, 330, 516
1492, 856, 102
681, 1042, 761
406, 645, 173
2919, 1535, 414
533, 851, 941
166, 2272, 195
52, 172, 157
29, 98, 52
422, 533, 131
3, 1848, 416
761, 505, 707
2006, 668, 473
1089, 166, 390
517, 607, 425
28, 257, 25
257, 337, 533
3, 819, 403
173, 42, 378
218, 1146, 316
128, 779, 2130
1819, 76, 474
984, 2367, 878
516, 48, 408
760, 195, 3
269, 189, 166
657, 453, 273
1436, 783, 1432
359, 372, 804
166, 73, 577
984, 42, 1915
334, 237, 899
518, 2676, 561
582, 2358, 1303
508, 77, 386
292, 2532, 518
2220, 1232, 1936
1549, 212, 2927
378, 157, 222
402, 155, 1753
141, 760, 1146
435, 128, 102
161, 165, 343
157, 128, 478
1610, 2487, 172
140, 665, 381
415, 295, 192
150, 415, 819
241, 611, 141
347, 23, 493
89, 2122, 400
39, 166, 199
380, 2887, 1483
60, 410, 166
223, 640, 149
1439, 715, 720
48, 181, 42
665, 1584, 1670
421, 1170, 161
376, 611, 43
1384, 1367, 54
1144, 174, 1635
181, 1277, 32
1144, 834, 148
164, 201, 129
4, 2287, 1405
835, 257, 38
715, 127, 100
356, 2607, 98
671, 544, 60
857, 1011, 1319
406, 152, 1595
533, 2849, 464
2615, 777, 493
429, 181, 1400
1014, 48, 199
77, 1853, 1410
286, 376, 1259
1016, 560, 1741
108, 425, 1308
356, 129, 903
37, 102, 192
133, 1853, 758
1001, 110, 445
157, 162, 1316
1082, 715, 87
95, 993, 37
561, 422, 74
793, 402, 136
924, 356, 273
2248, 1345, 410
800, 1092, 620
333, 1981, 176
1154, 2914, 403
868, 225, 587
1406, 726, 951
166, 736, 430
2219, 777, 33
1278, 903, 1196
2114, 300, 542
1673, 359, 170
416, 558, 807
1115, 476, 1148
895, 313, 1762
190, 673, 921
565, 2505, 36
173, 77, 1742
928, 2345, 705
54, 673, 106
1424, 74, 402
155, 794, 293
800, 1238, 1306
611, 437, 77
1410, 797, 660
252, 369, 330
1998, 25, 32
2108, 2622, 41
843, 1117, 958
200, 697, 184
469, 1239, 784
157, 166, 47
847, 482, 304
100, 310, 203
787, 987, 1266
2943, 736, 1525
711, 2356, 1194
2018, 223, 902
2682, 1536, 356
402, 422, 855
1696, 1302, 1231
741, 330, 195
645, 1280, 1054
717, 508, 77
570, 2763, 2383
294, 205, 130
214, 454, 215
343, 181, 325
1248, 949, 419
292, 1614, 611
183, 1708, 1308
27, 151, 199
9, 560, 986
334, 210, 87
1700, 1614, 292
77, 108, 2338
215, 955, 166
2942, 166, 279
34, 181, 438
958, 987, 661
360, 806, 32
907, 128, 370
168, 771, 286
170, 6, 1543
747, 329, 114
102, 614, 1602
510, 422, 906
1105, 1234, 410
787, 611, 100
142, 166, 168
614, 645, 359
1401, 195, 343
181, 223, 406
272, 697, 5
157, 478, 777
347, 369, 65
1818, 239, 155
809, 29, 778
294, 146, 208
48, 318, 155
761, 1442, 558
542, 162, 33
363, 1352, 837
1059, 481, 2439
130, 628, 41
1061, 724, 1033
758, 835, 1694
252, 157, 9
1018, 102, 1629
35, 173, 43
614, 2860, 1533
2952, 40, 617
680, 1410, 205
611, 106, 1234
195, 157, 2124
2249, 1973, 309
949, 803, 689
2724, 1924, 1353
172, 2671, 2954
569, 380, 422
87, 77, 343
22, 1012, 20
130, 929, 1619
903, 330, 77
672, 570, 268
419, 205, 1292
1610, 406, 126
814, 2155, 2959
452, 492, 404
463, 2506, 1600
1822, 333, 902
1537, 2600, 2367
81, 317, 53
46, 739, 2356
1830, 198, 797
1088, 157, 370
1311, 87, 166
77, 65, 510
1305, 2029, 1598
382, 150, 100
887, 566, 26
2964, 1955, 178
176, 1177, 899
178, 286, 1467
535, 376, 1300
195, 739, 400
19, 29, 132
170, 8, 370
178, 98, 511
1460, 2163, 257
52, 589, 621
633, 807, 422
669, 368, 724
144, 1078, 398
906, 587, 595
297, 345, 474
318, 1277, 387
517, 570, 35
362, 2966, 2483
135, 218, 455
1457, 347, 77
9, 360, 1735
465, 52, 60
2295, 1449, 565
87, 381, 200
649, 1007, 286
120, 977, 1557
705, 262, 33
2971, 562, 804
940, 87, 891
146, 376, 309
1040, 855, 1474
278, 330, 422
701, 1956, 2097
2926, 2058, 2544
617, 87, 474
32, 605, 86
668, 419, 87
172, 1666, 343
562, 3, 544
1899, 76, 558
761, 298, 129
72, 668, 123
166, 195, 1424
356, 906, 1305
429, 181, 510
380, 261, 422
52, 1418, 77
1936, 190, 927
611, 1367, 987
94, 2923, 2347
1350, 562, 410
254, 16, 313
26, 176, 323
1039, 228, 390
2878, 1945, 827
89, 313, 809
792, 217, 776
2266, 52, 777
2506, 250, 1747
164, 875, 1881
275, 370, 679
1045, 65, 61
1860, 1366, 33
946, 784, 1292
257, 1557, 2334
1543, 1101, 369
1121, 2146, 1747
1196, 860, 287
87, 1308, 478
1251, 82, 378
368, 141, 928
189, 1481, 1305
9, 155, 25
390, 202, 164
401, 768, 345
478, 217, 353
2822, 257, 986
422, 499, 2981
45, 804, 48
239, 273, 26
334, 22, 1776
1152, 193, 111
2982, 441, 1741
201, 29, 218
453, 178, 54
29, 855, 836
854, 1047, 1184
849, 198, 1682
1873, 241, 141
1674, 193, 633
425, 1395, 220
324, 77, 403
6, 343, 330
135, 142, 218
2477, 286, 390
408, 1318, 611
32, 958, 942
118, 403, 382
1058, 1195, 2986
257, 334, 166
1350, 904, 1434
81, 2441, 155
60, 1308, 687
100, 1299, 142
550, 77, 2128
209, 2572, 196
1185, 2988, 2506
317, 144, 424
401, 87, 223
793, 398, 387
157, 2099, 164
1105, 614, 1793
596, 1742, 2239
558, 704, 565
281, 375, 1310
1822, 1803, 167
195, 474, 819
57, 343, 1698
1941, 566, 2412
166, 157, 141
1417, 800, 283
128, 830, 401
381, 193, 189
862, 1225, 1433
1915, 347, 1847
166, 255, 189
195, 87, 362
2247, 802, 1343
1531, 128, 1428
669, 543, 588
2176, 974, 478
150, 793, 2728
27, 1325, 571
400, 247, 546
389, 192, 33
1782, 633, 1140
558, 192, 33
770, 858, 765
678, 1339, 77
354, 874, 347
77, 11, 697
252, 1076, 37
1221, 2667, 1273
558, 237, 378
385, 333, 114
1149, 415, 77
414, 252, 49
777, 1304, 2872
823, 198, 380
558, 79, 108
172, 82, 376
857, 390, 951
356, 11, 330
77, 555, 378
138, 114, 4
77, 166, 415
899, 759, 614
178, 403, 493
1531, 34, 1148
1614, 874, 33
1424, 511, 673
2767, 136, 2412
214, 279, 1615
166, 415, 155
190, 149, 188
1432, 1348, 33
330, 335, 141
803, 65, 1830
1444, 252, 958
318, 509, 958
29, 77, 1093
317, 22, 166
29, 212, 929
2462, 605, 1851
389, 1537, 387
784, 403, 474
52, 1348, 1022
53, 43, 98
1753, 586, 501
359, 82, 89
2172, 1105, 725
152, 51, 964
7, 334, 223
130, 1216, 132
128, 2000, 1292
438, 1399, 2039
777, 874, 369
3011, 1557, 167
42, 2172, 27
1348, 64, 1476
279, 508, 697
2279, 1733, 34
1598, 242, 1985
193, 85, 157
29, 998, 53
777, 830, 9
1280, 761, 481
422, 33, 330
1427, 279, 200
1214, 1274, 147
410, 81, 717
1133, 558, 102
1650, 2260, 2006
1133, 929, 501
198, 2356, 189
505, 1880, 146
1315, 1591, 343
906, 141, 166
672, 1625, 687
911, 841, 337
195, 33, 429
517, 3015, 1332
3008, 120, 150
1146, 1830, 486
1054, 37, 248
196, 1138, 389
343, 368, 138
668, 883, 369
3017, 566, 2462
330, 77, 178
906, 150, 129
1623, 81, 1610
343, 33, 924
333, 555, 380
126, 138, 166
398, 219, 1157
2279, 84, 902
317, 3024, 33
1762, 157, 1098
3026, 597, 269
296, 568, 401
890, 442, 26
186, 2927, 623
33, 170, 250
184, 1887, 790
77, 668, 26
751, 965, 155
102, 474, 223
1093, 297, 155
1614, 318, 198
895, 1157, 134
570, 155, 830
698, 3029, 771
157, 621, 1345
382, 251, 252
508, 1822, 189
24, 638, 132
429, 223, 195
166, 1821, 163
1072, 812, 3030
1548, 1597, 189
464, 550, 842
125, 157, 174
214, 75, 965
65, 797, 26
37, 1615, 1614
1089, 2220, 795
14, 495, 4
2854, 936, 29
429, 1142, 1692
189, 420, 759
1348, 35, 416
777, 210, 157
941, 190, 166
810, 376, 33
873, 644, 195
598, 218, 129
1308, 9, 218
614, 1570, 1557
1348, 370, 533
246, 205, 279
166, 1311, 1619
2613, 834, 310
1308, 51, 238
558, 84, 1634
211, 184, 416
779, 1356, 230
102, 33, 438
1415, 360, 2823
392, 68, 1831
370, 410, 915
164, 217, 184
297, 3036, 1327
